Questions,Category
"Do you enjoy puzzles or crosswords?",small_talk_data
"Have you ever been to a circus?",small_talk_data
"What’s your favorite type of fruit?",small_talk_data
"Do you enjoy spending time at the beach?",small_talk_data
"Have you ever tried yoga?",small_talk_data
"What’s your favorite kind of soup?",small_talk_data
"Do you like playing card games?",small_talk_data
"What’s your favorite childhood holiday tradition?",small_talk_data
"Have you ever built a snowman?",small_talk_data
"Do you prefer watching comedies or thrillers?",small_talk_data
"Have you ever tried rock climbing?",small_talk_data
"Do you enjoy taking long walks?",small_talk_data
"Have you ever baked bread?",small_talk_data
"What’s your favorite outdoor activity?",small_talk_data
"Do you enjoy flying in airplanes?",small_talk_data
"Have you ever been to a national park?",small_talk_data
"Do you prefer staying in or going out?",small_talk_data
"What’s your favorite type of flower?",small_talk_data
"Do you like taking photos during vacations?",small_talk_data
"What’s your go-to movie snack?",small_talk_data
"Do you enjoy dancing?",small_talk_data
"What’s your favorite holiday destination?",small_talk_data
"Have you ever been on a road trip?",small_talk_data
"What’s your favorite fast-food restaurant?",small_talk_data
"Do you like playing trivia games?",small_talk_data
"Have you ever gone camping?",small_talk_data
"Do you prefer sweet or savory food?",small_talk_data
"Have you ever visited an aquarium?",small_talk_data
"What’s your favorite thing about weekends?",small_talk_data
"Do you like listening to live music?",small_talk_data
"Have you ever flown a kite?",small_talk_data
"What’s your favorite meal of the day?",small_talk_data
"Do you enjoy participating in group activities?",small_talk_data
"Have you ever been to a vineyard?",small_talk_data
"What’s your favorite way to relax?",small_talk_data
"What’s your favorite childhood game?",small_talk_data
"Do you enjoy listening to music while working?",small_talk_data
"Have you ever tried painting or drawing?",small_talk_data
"What’s the best city you’ve ever visited?",small_talk_data
"Do you enjoy rainy days?",small_talk_data
"What’s your go-to snack during movies?",small_talk_data
"Have you ever been on a hot air balloon ride?",small_talk_data
"What’s your favorite thing to do with friends?",small_talk_data
"Do you like baking cookies?",small_talk_data
"Have you ever planted a tree?",small_talk_data
"What’s your favorite memory from school?",small_talk_data
"Do you prefer playing sports or watching them?",small_talk_data
"Have you ever tried snorkeling?",small_talk_data
"What’s your favorite ice cream topping?",small_talk_data
"Do you enjoy writing letters or journaling?",small_talk_data
"Have you ever visited a historic monument?",small_talk_data
"Do you like taking naps during the day?",small_talk_data
"What’s your favorite fast food?",small_talk_data
"Have you ever been to a carnival?",small_talk_data
"Do you enjoy watching animated movies?",small_talk_data
"Have you ever made a scrapbook?",small_talk_data
"What’s your favorite workout routine?",small_talk_data
"Do you like puzzles?",small_talk_data
"Have you ever visited a castle?",small_talk_data
"Do you prefer tea or herbal infusions?",small_talk_data
"What’s your favorite room in your house?",small_talk_data
"Have you ever stayed up all night for fun?",small_talk_data
"Do you enjoy going to amusement parks?",small_talk_data
"What’s your favorite type of cheese?",small_talk_data
"Have you ever visited a wildlife sanctuary?",small_talk_data
"What’s the best movie you’ve seen recently?",small_talk_data
"Do you enjoy building things?",small_talk_data
"Have you ever tried paddleboarding?",small_talk_data
"What’s your favorite breakfast item?",small_talk_data
"Do you like wearing hats?",small_talk_data
"Have you ever attended a cultural festival?",small_talk_data
"What’s your favorite kind of salad?",small_talk_data
"Do you enjoy playing card games?",small_talk_data
"Have you ever traveled by train?",small_talk_data
"What’s your favorite icebreaker question?",small_talk_data
"Do you like watching sunsets or sunrises?",small_talk_data
"Have you ever tried snowboarding?",small_talk_data
"What’s your favorite quote?",small_talk_data
"Do you enjoy doing DIY projects?",small_talk_data
"Have you ever made homemade pizza?",small_talk_data
"What’s your favorite thing about autumn?",small_talk_data
"Do you prefer warm or cold climates?",small_talk_data
"Have you ever hosted a party?",small_talk_data
"What’s your favorite way to celebrate your birthday?",small_talk_data
"Do you like exploring new places in your city?",small_talk_data
"Have you ever visited a botanical garden?",small_talk_data
"Do you enjoy cloud-watching?",small_talk_data
"What’s the best souvenir you’ve ever received?",small_talk_data
"Have you ever made handmade gifts?",small_talk_data
"What’s your favorite flavor of pie?",small_talk_data
"Do you enjoy listening to live bands?",small_talk_data
"Have you ever done karaoke?",small_talk_data
"What’s your favorite type of flowers to receive?",small_talk_data
"Do you enjoy photography?",small_talk_data
"Have you ever taken a cooking class?",small_talk_data
"What’s your favorite vacation destination?",small_talk_data
"Do you like board games?",small_talk_data
"Have you ever gone whale watching?",small_talk_data
"What’s your favorite type of chocolate?",small_talk_data
"Do you enjoy learning new languages?",small_talk_data
"Have you ever volunteered for a community project?",small_talk_data
"What’s your favorite cozy activity?",small_talk_data
"Do you like attending food festivals?",small_talk_data
"Have you ever written poetry?",small_talk_data
"Do you prefer the city lights or countryside stars?",small_talk_data
"Have you ever built a sandcastle?",small_talk_data
"What’s your favorite comfort drink?",small_talk_data
"Do you enjoy making playlists?",small_talk_data
"Have you ever been to a vineyard?",small_talk_data
"What’s your favorite way to unwind after work?",small_talk_data
"What’s your favorite kind of weather?",small_talk_data
"Do you enjoy hiking in the mountains?",small_talk_data
"Have you ever gone ice skating?",small_talk_data
"What’s your favorite family tradition?",small_talk_data
"Do you enjoy reading novels or short stories?",small_talk_data
"Have you ever been to a live sports event?",small_talk_data
"What’s your favorite way to spend a rainy day?",small_talk_data
"Do you prefer chocolate or vanilla?",small_talk_data
"Have you ever attended a workshop or seminar?",small_talk_data
"What’s your favorite type of juice?",small_talk_data
"Do you enjoy visiting historical sites?",small_talk_data
"Have you ever tried fishing?",small_talk_data
"Do you prefer early mornings or late nights?",small_talk_data
"What’s your favorite way to celebrate holidays?",small_talk_data
"Have you ever tried cooking an international dish?",small_talk_data
"What’s your favorite fast-food item?",small_talk_data
"Do you enjoy birdwatching?",small_talk_data
"Have you ever been to a comedy show?",small_talk_data
"Do you like playing musical instruments?",small_talk_data
"Have you ever made a vision board?",small_talk_data
"What’s your favorite type of dance?",small_talk_data
"Do you enjoy decorating your home?",small_talk_data
"Have you ever been to a flea market?",small_talk_data
"What’s your go-to comfort activity?",small_talk_data
"Do you enjoy going to farmer’s markets?",small_talk_data
"Have you ever visited a famous landmark?",small_talk_data
"Do you prefer beaches or forests?",small_talk_data
"What’s the most memorable gift you’ve received?",small_talk_data
"Do you like playing strategy games?",small_talk_data
"Have you ever gone stargazing?",small_talk_data
"Do you enjoy trying new hobbies?",small_talk_data
"Have you ever visited a science museum?",small_talk_data
"What’s your favorite genre of music?",small_talk_data
"Do you like building LEGO sets?",small_talk_data
"Have you ever been to a wine tasting event?",small_talk_data
"What’s your favorite type of hat to wear?",small_talk_data
"Do you enjoy watching cooking shows?",small_talk_data
"Have you ever tried ziplining?",small_talk_data
"What’s your favorite snack to bring on road trips?",small_talk_data
"Do you enjoy spending time at the park?",small_talk_data
"Have you ever been to an outdoor concert?",small_talk_data
"Do you prefer smoothies or milkshakes?",small_talk_data
"What’s your favorite local café or restaurant?",small_talk_data
"Do you like celebrating New Year’s Eve?",small_talk_data
"Have you ever baked a cake from scratch?",small_talk_data
"Do you enjoy participating in trivia nights?",small_talk_data
"What’s your favorite type of ice cream cone?",small_talk_data
"Do you like planning surprise parties?",small_talk_data
"Have you ever visited an art gallery?",small_talk_data
"Do you prefer swimming in a pool or the ocean?",small_talk_data
"What’s your favorite kind of pasta?",small_talk_data
"Have you ever flown in a helicopter?",small_talk_data
"Do you enjoy attending family reunions?",small_talk_data
"What’s your favorite type of soup?",small_talk_data
"Do you enjoy exploring small towns?",small_talk_data
"Have you ever been to a light show or lantern festival?",small_talk_data
"Do you like going to book fairs?",small_talk_data
"Have you ever attended a beach bonfire?",small_talk_data
"Do you prefer indoor or outdoor activities?",small_talk_data
"What’s your favorite amusement park ride?",small_talk_data
"Do you like DIY home projects?",small_talk_data
"Have you ever participated in a charity run?",small_talk_data
"Do you enjoy making handmade crafts?",small_talk_data
"What’s your favorite type of pancakes?",small_talk_data
"What’s your favorite holiday memory?",small_talk_data
"Do you enjoy trying new restaurants?",small_talk_data
"Have you ever gone skydiving?",small_talk_data
"What’s your favorite weekend activity?",small_talk_data
"Do you prefer fiction or non-fiction books?",small_talk_data
"Have you ever attended a music festival?",small_talk_data
"What’s your favorite holiday destination?",small_talk_data
"Do you enjoy exploring museums?",small_talk_data
"Have you ever been on a cruise?",small_talk_data
"Do you like playing video games?",small_talk_data
"What’s your go-to karaoke song?",small_talk_data
"Do you enjoy long drives?",small_talk_data
"Have you ever tried stand-up comedy?",small_talk_data
"Do you prefer savory or sweet breakfast?",small_talk_data
"Have you ever visited a theme park?",small_talk_data
"Do you like journaling or keeping a diary?",small_talk_data
"What’s your favorite movie genre?",small_talk_data
"Do you enjoy participating in game nights?",small_talk_data
"Have you ever tried an escape room?",small_talk_data
"Do you like indoor plants?",small_talk_data
"What’s your favorite kind of smoothie?",small_talk_data
"Do you prefer spring or fall?",small_talk_data
"Have you ever been to a rooftop restaurant?",small_talk_data
"Do you enjoy photography?",small_talk_data
"Have you ever attended a cooking class?",small_talk_data
"Do you like crafting or painting?",small_talk_data
"What’s your favorite type of cookies?",small_talk_data
"Do you enjoy stargazing?",small_talk_data
"Have you ever been to a water park?",small_talk_data
"Do you like attending theater performances?",small_talk_data
"Have you ever participated in a talent show?",small_talk_data
"Do you enjoy hiking or walking trails?",small_talk_data
"What’s your favorite thing to do on a sunny day?",small_talk_data
"Do you like crossword puzzles?",small_talk_data
"Have you ever watched a sunrise?",small_talk_data
"Do you enjoy listening to classical music?",small_talk_data
"Have you ever gone on a safari?",small_talk_data
"What’s your favorite way to spend a Saturday night?",small_talk_data
"Do you prefer warm or cold desserts?",small_talk_data
"Have you ever attended a painting workshop?",small_talk_data
"Do you like taking selfies or landscape photos?",small_talk_data
"What’s your favorite place to read a book?",small_talk_data
"Do you enjoy roller coasters?",small_talk_data
"Have you ever tried ice fishing?",small_talk_data
"What’s your favorite time of the year?",small_talk_data
"Do you enjoy writing stories or poems?",small_talk_data
"Have you ever visited a pumpkin patch?",small_talk_data
"Do you like making snow angels?",small_talk_data
"Have you ever participated in a book club?",small_talk_data
"What’s your favorite spot to relax?",small_talk_data
"Do you like collecting souvenirs from trips?",small_talk_data
"Have you ever tried indoor rock climbing?",small_talk_data
"Do you enjoy shopping at farmers' markets?",small_talk_data
"What’s your favorite carnival ride?",small_talk_data
"Have you ever flown a drone?",small_talk_data
"Do you enjoy spending time at lakes?",small_talk_data
"What’s your favorite kind of festival?",small_talk_data
"Do you like trying new recipes?",small_talk_data
"Have you ever been to a lantern festival?",small_talk_data
"Do you enjoy hosting dinner parties?",small_talk_data
"Have you ever volunteered at an animal shelter?",small_talk_data
"What’s your favorite TV show to binge-watch?",small_talk_data
"Do you prefer city vacations or countryside getaways?",small_talk_data
"Have you ever taken a train journey?",small_talk_data
"Do you like doing yoga or meditation?",small_talk_data
"What’s your favorite way to relax after a busy week?",small_talk_data
"Do you enjoy exploring new parks?",small_talk_data
"Have you ever made your own ice cream?",small_talk_data
"What’s your favorite breakfast dish?",small_talk_data
"Do you enjoy visiting theme parks?",small_talk_data
"Have you ever been on a road trip with friends?",small_talk_data
"What’s your favorite flavor of ice cream?",small_talk_data
"Do you like exploring new hiking trails?",small_talk_data
"Have you ever built something with your own hands?",small_talk_data
"Do you prefer movies or TV shows?",small_talk_data
"What’s the best book you’ve read recently?",small_talk_data
"Do you enjoy playing trivia games?",small_talk_data
"Have you ever gone camping in the mountains?",small_talk_data
"Do you like taking morning walks?",small_talk_data
"What’s your favorite local food spot?",small_talk_data
"Do you enjoy attending food festivals?",small_talk_data
"Have you ever learned a second language?",small_talk_data
"Do you prefer cats or dogs as pets?",small_talk_data
"What’s your favorite time of the day?",small_talk_data
"Do you enjoy watching cooking shows?",small_talk_data
"Have you ever visited a vineyard?",small_talk_data
"Do you like trying exotic cuisines?",small_talk_data
"What’s the most beautiful place you’ve visited?",small_talk_data
"Do you enjoy outdoor photography?",small_talk_data
"Have you ever been to a cultural festival?",small_talk_data
"What’s your favorite type of tea or coffee?",small_talk_data
"Do you like spending weekends at the beach?",small_talk_data
"Have you ever tried paddleboarding or kayaking?",small_talk_data
"Do you enjoy watching wildlife documentaries?",small_talk_data
"Have you ever seen a sunrise over the ocean?",small_talk_data
"What’s your favorite dessert to bake?",small_talk_data
"Do you like crafting or DIY projects?",small_talk_data
"Have you ever planted your own garden?",small_talk_data
"Do you enjoy playing card games with friends?",small_talk_data
"Have you ever attended a live orchestra performance?",small_talk_data
"Do you prefer listening to music or podcasts?",small_talk_data
"What’s your favorite board game to play?",small_talk_data
"Do you like decorating your home for the holidays?",small_talk_data
"Have you ever volunteered for a community event?",small_talk_data
"What’s your go-to comfort movie?",small_talk_data
"Do you enjoy reading magazines or blogs?",small_talk_data
"Have you ever flown in a hot air balloon?",small_talk_data
"Do you prefer early mornings or late nights?",small_talk_data
"What’s the most exciting trip you’ve been on?",small_talk_data
"Do you like writing stories or poems?",small_talk_data
"Have you ever visited a historical museum?",small_talk_data
"Do you enjoy walking in nature?",small_talk_data
"Have you ever tried rock climbing indoors?",small_talk_data
"Do you like watching fireworks displays?",small_talk_data
"What’s your favorite way to relax on weekends?",small_talk_data
"Do you enjoy playing video games?",small_talk_data
"Have you ever participated in a group fitness class?",small_talk_data
"What’s your favorite comfort drink?",small_talk_data
"Do you enjoy attending live theater performances?",small_talk_data
"Have you ever taken a scenic train ride?",small_talk_data
"Do you like experimenting with new recipes?",small_talk_data
"Have you ever been to a hot spring?",small_talk_data
"What’s your favorite holiday tradition?",small_talk_data
"Do you enjoy making handmade gifts?",small_talk_data
"Have you ever tried knitting or crocheting?",small_talk_data
"Do you like watching sports with friends?",small_talk_data
"Have you ever gone whale watching?",small_talk_data
"What’s your favorite kind of flowers?",small_talk_data
"Do you enjoy stargazing on clear nights?",small_talk_data
"Have you ever participated in a charity event?",small_talk_data
"What’s your go-to breakfast on weekends?",small_talk_data
"Do you like spending time at lakes or rivers?",small_talk_data
"Have you ever been to a lantern festival?",small_talk_data
"Do you enjoy solving jigsaw puzzles?",small_talk_data
"Have you ever taken a painting class?",small_talk_data
"Do you like attending outdoor concerts?",small_talk_data
"Have you ever baked a cake from scratch?",small_talk_data
"What’s your favorite type of weather for outdoor activities?",small_talk_data
"Do you enjoy participating in community events?",small_talk_data
"Have you ever been to a planetarium?",small_talk_data
"What’s your favorite type of vacation?",small_talk_data
"Do you enjoy attending live concerts?",small_talk_data
"Have you ever tried ziplining?",small_talk_data
"Do you prefer summer or winter holidays?",small_talk_data
"Have you ever gone horseback riding?",small_talk_data
"What’s your favorite type of movie?",small_talk_data
"Do you enjoy exploring local markets?",small_talk_data
"Have you ever been to a national park?",small_talk_data
"Do you like trying international cuisines?",small_talk_data
"What’s your favorite type of coffee or tea?",small_talk_data
"Have you ever attended a cultural workshop?",small_talk_data
"Do you enjoy listening to audiobooks?",small_talk_data
"What’s the most interesting place you’ve visited?",small_talk_data
"Do you like visiting botanical gardens?",small_talk_data
"Have you ever participated in a marathon?",small_talk_data
"Do you enjoy swimming in the ocean?",small_talk_data
"Have you ever been to a hot air balloon festival?",small_talk_data
"What’s your favorite weekend breakfast?",small_talk_data
"Do you like building things with LEGO?",small_talk_data
"Have you ever tried painting landscapes?",small_talk_data
"What’s your favorite way to spend a quiet afternoon?",small_talk_data
"Do you enjoy going to the gym?",small_talk_data
"Have you ever participated in a treasure hunt?",small_talk_data
"Do you like listening to classical music?",small_talk_data
"Have you ever attended a storytelling event?",small_talk_data
"What’s your favorite drink on a cold day?",small_talk_data
"Do you enjoy playing word games?",small_talk_data
"Have you ever been on a long train journey?",small_talk_data
"Do you prefer beaches or mountains?",small_talk_data
"What’s your favorite childhood storybook?",small_talk_data
"Do you enjoy spending time at art galleries?",small_talk_data
"Have you ever hosted a themed party?",small_talk_data
"Do you like visiting aquariums?",small_talk_data
"Have you ever participated in a community cleanup?",small_talk_data
"Do you enjoy watching comedy shows?",small_talk_data
"What’s your favorite thing to cook?",small_talk_data
"Do you like going for long drives?",small_talk_data
"Have you ever tried yoga or meditation?",small_talk_data
"Do you prefer action movies or dramas?",small_talk_data
"Have you ever visited a lighthouse?",small_talk_data
"Do you enjoy stargazing on clear nights?",small_talk_data
"What’s your favorite type of pet?",small_talk_data
"Do you like making handmade crafts?",small_talk_data
"Have you ever visited a carnival?",small_talk_data
"What’s your favorite type of soup?",small_talk_data
"Do you enjoy writing in a journal?",small_talk_data
"Have you ever tried snowboarding?",small_talk_data
"Do you prefer sweet or savory breakfasts?",small_talk_data
"What’s your favorite thing about weekends?",small_talk_data
"Do you enjoy participating in charity events?",small_talk_data
"Have you ever taken a photography class?",small_talk_data
"Do you like visiting historical landmarks?",small_talk_data
"Have you ever gone kayaking or canoeing?",small_talk_data
"What’s your favorite meal to share with friends?",small_talk_data
"Do you enjoy decorating for holidays?",small_talk_data
"Have you ever been to a lantern festival?",small_talk_data
"Do you prefer city adventures or rural getaways?",small_talk_data
"Have you ever baked bread at home?",small_talk_data
"What’s your favorite snack to eat while watching movies?",small_talk_data
"Do you enjoy spending time in nature?",small_talk_data
"Have you ever joined a book club?",small_talk_data
"Do you like exploring new cities?",small_talk_data
"Have you ever been on a cruise ship?",small_talk_data
"Do you enjoy solving crossword puzzles?",small_talk_data
"What’s your favorite thing to do at the beach?",small_talk_data
"Do you like watching wildlife in their natural habitat?",small_talk_data
"Have you ever attended a music festival?",small_talk_data
"Do you enjoy learning about different cultures?",small_talk_data
"Have you ever been to a science museum?",small_talk_data
"Do you like watching the sunset or sunrise?",small_talk_data
"What’s your favorite holiday to celebrate?",small_talk_data
"Do you enjoy playing strategy board games?",small_talk_data
"Have you ever been to a live sports event?",small_talk_data
"Do you like watching documentaries?",small_talk_data
"Have you ever tried learning a new instrument?",small_talk_data
"Do you enjoy attending family gatherings?",small_talk_data
"What’s your favorite childhood memory?",small_talk_data
"Have you ever tried pottery?",small_talk_data
"Do you prefer sweet or savory snacks?",small_talk_data
"What’s your go-to activity on a lazy day?",small_talk_data
"Do you enjoy watching animated movies?",small_talk_data
"Have you ever tried paddleboarding?",small_talk_data
"Do you like hosting game nights?",small_talk_data
"What’s your favorite type of weather?",small_talk_data
"Do you enjoy experimenting with new recipes?",small_talk_data
"Have you ever traveled to another continent?",small_talk_data
"Do you like listening to live music?",small_talk_data
"What’s your favorite way to unwind after a long day?",small_talk_data
"Do you enjoy exploring local attractions?",small_talk_data
"Have you ever been to a wildlife reserve?",small_talk_data
"Do you prefer relaxing at home or going out on weekends?",small_talk_data
"What’s your favorite type of dessert?",small_talk_data
"Do you like attending cultural festivals?",small_talk_data
"Have you ever visited a famous landmark?",small_talk_data
"What’s your favorite drink during the summer?",small_talk_data
"Do you enjoy solving riddles?",small_talk_data
"Have you ever tried gardening?",small_talk_data
"Do you like planning surprise events?",small_talk_data
"What’s your favorite type of flower?",small_talk_data
"Do you enjoy reading science fiction?",small_talk_data
"Have you ever been to a theme park?",small_talk_data
"Do you prefer road trips or train journeys?",small_talk_data
"What’s your favorite type of pasta dish?",small_talk_data
"Do you enjoy taking photos during vacations?",small_talk_data
"Have you ever joined a community club?",small_talk_data
"Do you like watching nature documentaries?",small_talk_data
"Have you ever gone on a camping trip?",small_talk_data
"What’s your favorite type of outdoor activity?",small_talk_data
"Do you enjoy doing arts and crafts?",small_talk_data
"Have you ever volunteered at a charity event?",small_talk_data
"What’s your favorite type of fruit?",small_talk_data
"Do you like spending time at the beach?",small_talk_data
"Have you ever visited a lighthouse?",small_talk_data
"Do you enjoy attending open mic nights?",small_talk_data
"What’s your favorite type of pizza topping?",small_talk_data
"Do you enjoy hiking in the mountains?",small_talk_data
"Have you ever tried snorkeling?",small_talk_data
"What’s your favorite type of smoothie?",small_talk_data
"Do you like building LEGO sets?",small_talk_data
"Have you ever baked cookies from scratch?",small_talk_data
"Do you enjoy collecting memorabilia?",small_talk_data
"Have you ever attended a fireworks show?",small_talk_data
"What’s your favorite type of ice cream cone?",small_talk_data
"Do you like exploring small towns?",small_talk_data
"Have you ever been to an art exhibition?",small_talk_data
"Do you prefer coffee or tea?",small_talk_data
"What’s your favorite board game?",small_talk_data
"Do you like spending time in nature?",small_talk_data
"Have you ever gone ziplining?",small_talk_data
"What’s your favorite type of soup?",small_talk_data
"Do you enjoy playing card games?",small_talk_data
"Have you ever visited a castle?",small_talk_data
"Do you prefer mornings or evenings?",small_talk_data
"Have you ever learned to play a musical instrument?",small_talk_data
"What’s your favorite holiday destination?",small_talk_data
"Do you like attending parades?",small_talk_data
"Have you ever gone rock climbing?",small_talk_data
"What’s your favorite type of pie?",small_talk_data
"Do you enjoy exploring new cuisines?",small_talk_data
"Have you ever participated in a scavenger hunt?",small_talk_data
"What’s your favorite way to celebrate your birthday?",small_talk_data
"Do you like attending live theater performances?",small_talk_data
"Have you ever visited a historic museum?",small_talk_data
"What’s your favorite type of cookie?",small_talk_data
"Do you enjoy birdwatching?",small_talk_data
"Have you ever been to a lantern festival?",small_talk_data
"Do you like spending evenings outdoors?",small_talk_data
"What’s your favorite way to spend a Saturday morning?",small_talk_data
"Do you enjoy going to the zoo?",small_talk_data
"Have you ever joined a photography class?",small_talk_data
"What’s your favorite local restaurant?",small_talk_data
"Do you like trying new workout routines?",small_talk_data
"Have you ever flown in a helicopter?",small_talk_data
"Do you enjoy watching sports events?",small_talk_data
"What’s your favorite way to spend a Sunday?",small_talk_data
"Do you prefer sunny or rainy weather?",small_talk_data
"Have you ever attended a local community event?",small_talk_data
"What’s your favorite kind of cake?",small_talk_data
"Do you enjoy listening to podcasts?",small_talk_data
"Have you ever visited a famous library?",small_talk_data
"Do you like spending time in gardens?",small_talk_data
"Have you ever taken part in a fun run?",small_talk_data
"What’s your favorite type of sandwich?",small_talk_data
"Do you enjoy baking desserts?",small_talk_data
"Have you ever been to a music jam session?",small_talk_data
"Do you like visiting flea markets?",small_talk_data
"Have you ever tried salsa dancing?",small_talk_data
"What’s your favorite way to celebrate special occasions?",small_talk_data
"Do you enjoy solving logic puzzles?",small_talk_data
"Have you ever been to a rooftop café?",small_talk_data
"What’s your favorite type of pasta dish?",small_talk_data
"Do you like decorating for the holidays?",small_talk_data
